architecture,window_seconds,model_name,model_params,segment_width,input_shape,train_songs,val_songs,test_songs,train_segments,val_segments,test_segments,normalize_segments,run_suffix,learning_rate,mae_valence,mae_arousal,mae_mean,rmse_valence,rmse_arousal,rmse_mean,r2_valence,r2_arousal,r2_mean,emotion_accuracy
attention_cnn,1.0,attention_cnn_1s,529382,43,"(128, 43, 1)",1046,349,349,31377,10470,10469,True,,0.001,0.15524634795421596,0.16147984642511856,0.15836309718966726,0.19336779702884418,0.20089740183897564,0.19713259943390993,0.3009011991580859,0.5069171356808178,0.4039091674194518,0.5524882987868946
