architecture,window_seconds,model_name,model_params,segment_width,input_shape,train_songs,val_songs,test_songs,train_segments,val_segments,test_segments,normalize_segments,learning_rate,mae_valence,mae_arousal,mae_mean,rmse_valence,rmse_arousal,rmse_mean,r2_valence,r2_arousal,r2_mean,emotion_accuracy
temporal_crnn,1.0,temporal_crnn_1s,1011750,43,"(128, 43, 1)",1046,349,349,31377,10470,10469,True,0.001,0.14842297136136154,0.16425804895001786,0.1563405101556897,0.18658033140810062,0.20640848806799106,0.19649440973804583,0.34911842398254245,0.4794932388518123,0.41430583141717736,0.5543987009265451
