architecture,window_seconds,model_name,model_params,segment_width,input_shape,train_songs,val_songs,test_songs,train_segments,val_segments,test_segments,normalize_segments,learning_rate,mae_valence,mae_arousal,mae_mean,rmse_valence,rmse_arousal,rmse_mean,r2_valence,r2_arousal,r2_mean,emotion_accuracy
residual_cnn,1.0,residual_cnn_1s,1367430,43,"(128, 43, 1)",1046,349,349,31377,10470,10469,True,0.001,0.14417543090236334,0.15465097131215266,0.149413201107258,0.18072742413986698,0.19581435242333517,0.18827088828160107,0.38931342092123755,0.5315531626072258,0.4604332917642317,0.6070302798739134
