architecture,window_seconds,model_name,model_params,segment_width,input_shape,train_songs,val_songs,test_songs,train_segments,val_segments,test_segments,normalize_segments,run_suffix,learning_rate,mae_valence,mae_arousal,mae_mean,rmse_valence,rmse_arousal,rmse_mean,r2_valence,r2_arousal,r2_mean,emotion_accuracy
lstm,1.0,lstm_1s,185285,43,"(128, 43, 1)",1046,349,349,31377,10470,10469,True,,0.001,0.15614003955416775,0.17818844260940855,0.16716424108178815,0.19405150683093075,0.21931547951104133,0.20668349317098605,0.2959487124241339,0.4123620415643321,0.354155376994233,0.556786703601108
