architecture,window_seconds,model_name,model_params,segment_width,input_shape,train_songs,val_songs,test_songs,train_segments,val_segments,test_segments,normalize_segments,run_suffix,learning_rate,mae_valence,mae_arousal,mae_mean,rmse_valence,rmse_arousal,rmse_mean,r2_valence,r2_arousal,r2_mean,emotion_accuracy
lstm,0.5,lstm_0p5s,185285,22,"(128, 22, 1)",1046,349,349,60668,20242,20242,True,,0.001,0.15702574932203922,0.18542434232571522,0.1712250458238772,0.19633969472182908,0.22870865041192326,0.21252417256687617,0.2782749166562696,0.360015228441975,0.3191450725491223,0.5518229423969964
